Authors,Title,Journal,Year,PMID,Computational Prediction,High-throughput data integration,Prediction Application,Consistent with experiments,Organism,Location,Great papers,Short Description,UT,Total Citations
"Kim, Jin Il; Song, Hyun-Seob; Sunkara, Sunil R.; Lali, Arvind; Ramkrishna, Doraiswami",Exacting Predictions By Cybernetic Model Confirmed Experimentally: Steady State Multiplicity In The Chemostat,Biotechnology Progress,2012,22736577,"Flux Phenotype, Pathway Analaysis",,Basic Science,,Escherichia coli,"Purdue University, West Lafayette, Indiana",,Cybernetic model with EFM; model predicts hysteris,311485800001,1
"Kamarainen, Jari; Knoop, Henning; Stanford, Natalie J.; Guerrero, Fernando; Akhtar, M. Kalim; Aro, Eva-Mari; Steuer, Ralf; Jones, Patrik R.",Physiological Tolerance And Stoichiometric Potential Of Cyanobacteria For Hydrocarbon Fuel Production,Journal Of Biotechnology,2012,22954891,Flux Phenotype,,Met Eng,,Synechocystis sp PCC 6803,"University of Turku, Turku, Finland",,Yield analysis for cyanobacteria for multiple end products; alkanes were predicted to have the highest yield,309718200005,1
"Jang, Yu-Sin; Lee, Jin Young; Lee, Joungmin; Park, Jin Hwan; Im, Jung Ae; Eom, Moon-Ho; Lee, Julia; Lee, Sang-Hyun; Song, Hyohak; Cho, Jung-Hee; Seung, Do Young; Lee, Sang Yup",Enhanced Butanol Production Obtained By Reinforcing The Direct Butanol-Forming Route In Clostridium Acetobutylicum,Mbio,2012,,"Flux Phenotype, ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Clostridium acetobutylicum,"KAIST, Daejeon, Korea",,Characterize butanol production with model and develop genetic manipulation strategies; build strain ,311019700009,1
"Li, Shanshan; Huang, Di; Li, Yong; Wen, Jianping; Jia, Xiaoqiang",Rational Improvement Of The Engineered Isobutanol-Producing Bacillus Subtilis By Elementary Mode Analysis,Microbial Cell Factories,2012,22862776,"KO (Targeted), ExpDes, Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Bacillus subtilis,"Tianjin University, Tianjin, China",,Use EFMs for genetic strategies; experimentally validated for isobutanol production in Bsubtilis,310585000032,1
"Ng, Chiam Yu; Jung, Moo-Young; Lee, Jinwon; Oh, Min-Kyu","Production Of 2,3-Butanediol In Saccharomyces Cerevisiae By In Silico Aided Metabolic Engineering",Microbial Cell Factories,2012,22640729,"Flux Phenotype, KO (Targeted), ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"Korea University, Seoul, Korea",,"Design genetic strategies for increasing production of 2,3-butanediol",310020600001,1
"Zakrzewski, Piotr; Medema, Marnix H; Gevorgyan, Albert; Kierzek, Andrzej M; Breitling, Rainer; Takano, Eriko",Multimeteval: Comparative And Multi-Objective Analysis Of Genome-Scale Metabolic Models,Plos One,2012,,"Flux Phenotype, Systemscale Property",,Basic Science,,Multiple (38 Actinobacteria),"University of Groningen, Groningen, Netherlands",,Comparative FBA of 38 actinobacterial recons; predict genome and flux not necessarily linked for compound overproduction; discrete metabolic switches are inherent to network structure,308752400001,0
"Pan, Pengcheng; Hua, Qiang","Reconstruction And In Silico Analysis Of Metabolic Network For An Oleaginous Yeast, Yarrowia Lipolytica",Plos One,2012,,"Flux Phenotype, Essentiality (Global)",,Met Eng,Legacy data,Yarrowia lipolytica,"East China University of Science and Technology, Shanghai, China",,Built recon; predicts minimal media and growth on multiple substrates; gene essentiality,,0
"Navid, Ali; Almaas, Eivind",Genome-Level Transcription Data Of Yersinia Pestis Analyzed With A New Metabolic Constraint-Based Approach,Bmc Systems Biology,2012,,Flux Phenotype,Transcriptomics,"Biomed, Basic Science",Legacy data,Yersinia pestis,"Norwegian University of Science and Technology, Trondheim, Norway",,Integrate experssion with recon to look at variations in temperature and antibiotic stress; flux agrees with experiments,,0
"Aurich, Maike; Thiele, Ines",Contextualization Procedure And Modeling Of Monocyte Specific Tlr Signaling,Plos One,2012,,Flux Phenotype,Transcriptomics,"Biomed, Basic Science",,Human [TLR],"University of Iceland, Reykjavik, Iceland",,Integrate expression with TLR network to build macrophage specific TLR and calculate flux states,,0
"Birch, Elsa W; Ruggero, Nicholas A; Covert, Markus W",Determining Host Metabolic Limitations On Viral Replication Via Integrated Modeling And Experimental Perturbation,Plos Computational Biology,2012,23093930,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation","Multicellular (Escherichia coli, T7 phage)","Stanford University, Stanford, California",,Study viral replication integrating T7 replication w/Ecoli model; can predict virion production which compare to experiments,,0
"Topfer, Nadine; Jozefczuk, Szymon; Nikoloski, Zoran",Integration Of Time-Resolved Transcriptomic Data With Flux-Based Methods Reveals Stress-Induced Metabolic Adaptation In Escherichia Coli,Bmc Systems Biology,2012,23194026,"Flux Phenotype, Pathway Analaysis",Transcriptomics,Basic Science,,Escherichia coli,"ETH Zurich, Zurich, Switzerland",,"Integrate time series expression to build smaller Ecoli models, then EFMs are calculated; look at cold and heat stress and changes in usage of pathways",,0
"Collins, Sara B; Reznik, Ed; Segre, Daniel",Temporal Expression-Based Analysis Of Metabolism,Plos Computational Biology,2012,23209390,Flux Phenotype,Transcriptomics,Basic Science,Legacy data,Shewanella oneidensis MR-1,"Boston University, Boston, Massachusetts",,Integrate time series expression data to predit temporal metabolic flux distributions,,0
"Byrne, David; Dumitriu, Alexandra; Segre, Daniel",Comparative Multi-Goal Tradeoffs In Systems Engineering Of Microbial Metabolism,Bmc Systems Biology ,2012,23009214,"Flux Phenotype, Essentiality (Global), Systemscale Property, ExpDes",,Met Eng,,"Multiple (Escherichia coli, Saccharomyces cerevisiae, Shewanella oneidensis MR-1)","Boston University, Boston, Massachusetts",,"Predict 435 million conditions of product formation in Ecoli, yeast, Shewanella; changing environment, genetics",,0
"Jerby, Livnat; Wolf, Lior; Denkert, Carsten; Stein, Gideon Y; Hilvo, Mika; Oresic, Matej; Geiger, Tamar; Ruppin, Eytan",Metabolic Associations Of Reduced Proliferation And Oxidative Stress In Advanced Breast Cancer,Cancer Research,2012,22986741,"Flux Phenotype, Systemscale Property, Metabolite Phenotype","Transcriptomics, Proteomics",Biomed,"Legacy data, Prospective experimental validation",Human [breast cancer],"Blavatnik School of Computer Science, Israel",,"Integrate trans/proteomics for breast cancer metabolism; predict cell line growth rates; tumor lipid levels; AA biomarkers; ""go  or grow"" dichotomy; tradeoff between serine and glutamine metabolism found",,0
"Krauss, Markus; Schaller, Stephan; Borchers, Steffen; Findeisen, Rolf; Lippert, Jorg; Keupfer, Lars",Integrating Cellular Metabolism Into A Multiscale Whole-Body Model,Plos Computational Biology,2012,23133351,Flux Phenotype,,Biomed,Legacy data,Human,"Bayer Technology Services, Leverkusen, Germany",,Utilize PK/PD model with liver recon; look at drug toxication and other phenotypes at systems level,,0
"Rolfsson, O; Paglia, G; Magnusdottir, M; Palsson, BO; Thiele, I",Inferring The Metabolism Of Human Orphan Metabolites From Their Metabolic Network Context Affirms Gluconokinase Activity,Biochemical Journal,2012,23067238,Biological Discovery,,Basic Science,"Legacy data, Prospective experimental validation",Human,"University of Iceland, Reykjavik, Iceland",x,Use gap filling for a prediction to experimentally validate C9orf103 as a human gluconokinase,,0
"Thiele, I; Fleming, RMT; Que, R; Bordbar, A; Diep, D; Palsson, BO",Multiscale Modeling Of Metabolism And Macromolecular Synthesis In E. Coli And Its Application To The Evolution Of Codon Usage,Plos One,2012,23029152,"Flux Phenotype, Essentiality (Global), Other Phenotype, Systemscale Property",,Basic Science,Legacy data,Escherichia coli,"University of California San Diego, La Jolla, California",,"Ecoli ME matrix; improved growth phenotype predictions over just metabolic model; looked at codon usage, reduced growth phenotype in biased strains; gene essentiality",,0
"Kim, Joonhoon; Reed, Jennifer L",Relatch: Relative Optimality In Metabolic Networks Explains Robust Metabolic And Regulatory Response To Perturbations,Genome Biology,2012,23013597,"Flux Phenotype, Essentiality (Global)",Transcriptomics,Basic Science,Legacy data,Escherichia coli,"University of Wisconsin, Madison, Wisconsin",,Integrated expression data from a reference state to predict perturbations; better flux predictions; reveals cell addapt to perturbation to preserve relative flux pattern,,0
"Trinh, Cong T.",Elucidating And Reprogramming Escherichia Coli Metabolisms For Obligate Anaerobic N-Butanol And Isobutanol Production,Applied Microbiology And Biotechnology,2012,22678028,"Flux Phenotype, KO (Targeted), ExpDes, Pathway Analaysis",,Met Eng,Legacy data,Escherichia coli,"University of Tennessee, Knoxville, Tennessee",,Use EFMs to predict changes (gene deletion/addition/expression change) to Ecoli for n-butanol production,,0
"Gebauer, Juliane; Schuster, Stefan; de Figueiredo, Luis F; Kaleta, Christoph",Detecting And Investigating Substrate Cycles In A Genome-Scale Human Metabolic Network.,Febs Journal,2012,22776428,"Systemscale Property, Pathway Analaysis",,Basic Science,,Human,"Friedrich Schiller University Jena, Jena, Germany",,Determine futile cycles in human metabolism; in tissue specific models there is selective pressure for less ATP consuming futile cycles,,0
"Barve, Aditya; Rodrigues, Joao Frederico Matias; Wagner, Andreas",Superessential Reactions In Metabolic Networks,Proceedings Of The National Academy Of Sciences Of The United States Of America,2012,22509034,"Essentiality (Global), Systemscale Property",,"Inf Dis, Basic Science",Legacy data,Multiple,"University of Zurich, Zurich, Switzerland",x,Identify small 124 reaction core that is essential in all metabolic networks,,0
"Bazzani, Susanna; Hoppe, Andreas; Holzhutter, Hermann-Georg",Network-Based Assessment Of The Selectivity Of Metabolic Drug Targets In Plasmodium Falciparum With Respect To Human Liver Metabolism,Bmc Systems Biology,2012,22937810,Essentiality (Global),,Inf Dis,Legacy data,"Multiple (Plasmodium falciparum, Human [liver])","Charite Universitatsmedizin Berlin, Berlin, Gemany",,Use plasmodium and liver networks to determine if models can predict known antimalarial drug targets,303602100013,0
"Benedict, Matthew N.; Gonnerman, Matthew C.; Metcalf, William W.; Price, Nathan D.",Genome-Scale Metabolic Reconstruction And Hypothesis Testing In The Methanogenic Archaeon Methanosarcina Acetivorans C2A,Journal Of Bacteriology,2012,22139506,"Flux Phenotype, Essentiality (Global)",,Env,Legacy data,Methanosarcina acetivorans,"University of Illinois at Urbana-Champaign, Urbana, Illinois",,Built recon; determine metabolic capabilities and gene essentiality,,0
"Brandes, Aaron; Lun, Desmond S.; Ip, Kuhn; Zucker, Jeremy; Colijn, Caroline; Weiner, Brian; Galagan, James E.",Inferring Carbon Sources From Gene Expression Profiles Using Metabolic Flux Models,Plos One,2012,,"Flux Phenotype, Other Phenotype",Transcriptomics,"Inf Dis, Basic Science",Legacy data,Escherichia coli,"Boston University, Boston, Massachusetts",,Use E-flux method to predict the carbon source used in a mixed media,299966000011,0
"D'Huys, Pieter-Jan; Lule, Ivan; Vercammen, Dominique; Anne, Jozef; Van Impe, Jan F.; Bernaerts, Kristel",Genome-Scale Metabolic Flux Analysis Of Streptomyces Lividans Growing On A Complex Medium,Journal Of Biotechnology,2012,22641041,"Flux Phenotype, Objective Function",Metabolomics,"Met Eng, Basic Science","Legacy data, Prospective experimental validation",Streptomyces lividans,"University of Leuven, Leuven, Belgium",,Integrate exometabolomics with multiple objectives to determine intracellular flux states during fermentation,305339400043,0
"Hala, David; Petersen, Lene H.; Martinovic, Dalma; Huggett, Duane B.","Constraints-Based Stoichiometric Analysis Of Hypoxic Stress On Steroidogenesis In Fathead Minnows, Pimephales Promelas",Journal Of Experimental Biology,2012,22539743,"Flux Phenotype, Essentiality (Global)",Transcriptomics,Basic Science,"Legacy data, Prospective experimental validation",Danio rerio,"University of North Texas, Denton, Texas",,Built steroidogenesis model; use transcriptomics to qualitatively constrain reactions; gene essentiality analysis; flux predictions,306662800001,0
"Jol, Stefan J.; Kuemmel, Anne; Terzer, Marco; Stelling, Joerg; Heinemann, Matthias",System-Level Insights Into Yeast Metabolism By Thermodynamic Analysis Of Elementary Flux Modes,Plos Computational Biology,2012,,"Thermodynamics, Metabolite Phenotype, Pathway Analaysis",Metabolomics,Basic Science,,Saccharomyces cerevisiae,"ETH Zurich, Zurich, Switzerland",,Integrate thermodynamic info from metabolomics with EFMs; thermodynamic considerations prevent import of redox cofactor equivalents into mitochondrion due to limits on compartment concentrations,303828900022,0
"Karlstaedt, Anja; Fleigner, Daniela; Kararigas, Georgios; Ruderisch, Hugo S; Regitz-Zagrosek, Vera; Holzhutter, Hermann-Georg",Cardionet: A Human Metabolic Network Suited For The Study Of Cardiomycoyte Metabolism,Bmc Systems Biology,2012,22929619,Flux Phenotype,,"Biomed, Basic Science",Legacy data,Human [cardiac myocyte],"Charite Universitatsmedizin Berlin, Berlin, Gemany",,Built recon; determine metabolic capabilities,302244000023,0
"Kleessen, Sabrina; Araujo, Wagner L.; Fernie, Alisdair R.; Nikoloski, Zoran",Model-Based Confirmation Of Alternative Substrates Of Mitochondrial Electron Transport Chain,Journal Of Biological Chemistry,2012,22334689,"Flux Phenotype, Biological Discovery",Metabolomics,Basic Science,"Legacy data, Prospective experimental validation",Arabidopsis thaliana,"Max Planck Institute of Molecular Plant Physiology, Brandenburg, Germany",x,Build 12 different ETC dFBA models and reconcile metabolomics with model predictiosn to elucidate mechanisms,,0
"Klier, Christine",Use Of An Uncertainty Analysis For Genome-Scale Models As A Prediction Tool For Microbial Growth Processes In Subsurface Environments,Environmental Science & Technology,2012,22335464,Flux Phenotype,,Env,Legacy data,Pseudomonas putida,"Helmholtz Zentrum Munchen, Oberschleissheim, Germany",,Use M-M kinetics as uptakes into recon; compute sensitivity analysis to different kinetic parameters for intracellular flux; show importance of kinetics into model,302780100040,0
"Metris, Aline; George, Susan; Baranyi, Jozsef",Modelling Osmotic Stress By Flux Balance Analysis At The Genomic Scale,International Journal Of Food Microbiology,2012,21807434,Flux Phenotype,,Basic Science,Legacy data,Escherichia coli,"Institute of Food Research, Norwich Research Park, Norwich, UK",,FBA cannot predict effects of chagnes in osmotic stress,,0
"Parmar, Jignesh H.; Bhartiya, Sharad; Venkatesh, K. V.",Quantification Of Metabolism In Saccharomyces Cerevisiae Under Hyperosmotic Conditions Using Elementary Mode Analysis,Journal Of Industrial Microbiology & Biotechnology,2012,22354733,"Flux Phenotype, Pathway Analaysis",,Basic Science,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"Indian Institute of Technology, Mumbai, India",,Study fluxes with EFM in yeast during hyperosmotic conditions; PPP essentially shutodwn during hyperosmotic shock,299913800009,0
"Sohn, Seung Bum; Kim, Tae Yong; Lee, Jay H.; Lee, Sang Yup",Genome-Scale Metabolic Model Of The Fission Yeast Schizosaccharomyces Pombe And The Reconciliation Of In Silico/In Vivo Mutant Growth,Bmc Systems Biology,2012,22631437,"Essentiality (Global), Biological Discovery",,Basic Science,,Schizosaccharomyces pombe,"KAIST, Daejeon, Korea",,Reconcile yeast recon with essentiality data; no literature or data to support updates to model though,,0
