Authors,Title,Journal,Year,PMID/filename,UT,Great papers,Short Description,Flux Phenotype,Essentiality (Global),KO (Targeted),Other Phenotype,Thermodynamics,Objective Function,Systemscale Property,Metabolite Phenotype,TRN/PPI/ Genetic Int,Synthetic Biology,Biological Discovery,ExpDes,Pathway Analaysis,Data Input?,Type of Data?,Met Eng,Inf Dis,Env,Biomed,Basic Science,Exp Conf?,New Exp?,Organism,Last Author,Location,Total Citations,Citations in first 2 years,
"van Berlo, Rogier J. P.; de Ridder, Dick; Daran, Jean-Marc; Daran-Lapujade, Pascale A. S.; Teusink, Bas; Reinders, Marcel J. T.",Predicting Metabolic Fluxes Using Gene Expression Differences As Constraints,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,2011,21071808,2.84E+11,,"Integrate transcription w/FBA (tFBA), better flux results than FBA; matches expression well too",x,,,,,,,,,,,,,x,Transcriptomics,,,,,x,x,x,Saccharomyces cerevisiae,Reinders,"Delft University of Technology, Delft, Netherlands",1,,
"Liang, Chunguang; Liebeke, Manuel; Schwarz, Roland; Zuehlke, Daniela; Fuchs, Stephan; Menschner, Leonhard; Engelmann, Susanne; Wolz, Christiane; Jaglitz, Sarah; Bernhardt, Joerg; Hecker, Michael; Lalk, Michael; Dandekar, Thomas",Staphylococcus aureus physiological growth limitations: Insights from flux calculations built on proteomics and external metabolite data,PROTEOMICS,2011,21472852,2.90E+11,,Build strain specific recons; fluxes calculated w/measured uptakes identifying strain specific differences; correlated with measured proteomics,x,,,,,,,,,,,,,x,Exometabolomics,,x,,,,x,x,Staphylococcus aureus,Dandekar,"University of Wurzburg, Wurzburg, Germany",1,,
"Ahn, Jungoh; Chung, Bevan K. S.; Lee, Dong-Yup; Park, Myongsoo; Karimi, Iftekhar A.; Jung, Joon-Ki; Lee, Hongweon",NADPH-dependent pgi-gene knockout Escherichia coli metabolism producing shikimate on different carbon sources,FEMS MICROBIOLOGY LETTERS,2011,22092758,2.96E+11,,Integrate uptakes/secretions with model to characterize intracellular flux in PGI mutant; predict genetic and environmental effects on NADPH metabolism (flux-sum),x,,x,,,,,x,,,,,,x,Uptakes,x,,,,,,,Escherichia coli,Lee,"KRIBB, Daejeon, Korea",1,,
"Clark, Sangaalofa T.; Verwoerd, Wynand S.",A systems approach to identifying correlated gene targets for the loss of colour pigmentation in plants,BMC BIOINFORMATICS,2011,21849042,2.95E+11,,Minimal cut sets for genetic manipulation to elminate color pigmentation in plants; finds match experimental observations,,x,,,,,,,,,,,x,,,,,,,x,x,,Arabidopsis,Verwoerd,"Lincoln University, Canterbury, New Zealand",1,,
"Jamshidi, Neema; Miller, Franklin J.; Mandel, Jess; Evans, Timothy; Kuo, Michael D.",Individualized therapy of HHT driven by network analysis of metabolomic profiles,BMC SYSTEMS BIOLOGY,2011,22185482,3.02E+11,x,Contextualize mixed clinical presentation HHT patient plasma metabolomics with Recon 1 with FVA; used as aid to determine increase NOS which was then treated with Avastin; metabolic profile shifter becoming similar to control subjects,x,,,,,,,,,,,,,x,Metabolomics,,,,x,,x,x,human,Kuo,"University of California San Diego, La Jolla, California",1,,
"Orman, Mehmet A.; Ierapetritou, Marianthi G.; Androulakis, Ioannis P.; Berthiaume, Francois",Metabolic Response of Perfused Livers to Various Oxygenation Conditions,BIOTECHNOLOGY AND BIOENGINEERING,2011,21755498,2.97E+11,,Calculate fluxes based on uptakes from perfused livers for normoxic and hyperoxic conditions using FBA and EFMs,x,,,,,,,,,,,,x,x,Uptakes,,,,x,,x,x,human (Liver),Berthiaume,"Rutgers University, Piscataway, New Jerysey",1,,
"Bordel, Sergio",A metabolic network of a phosphate-accumulating organism provides new insights into enhanced biological phosphorous removal,WATER SCIENCE AND TECHNOLOGY,2011,Bordel_2011_WatSciTech,,,Built recon; determine metabolic capabilities,x,,,,,,,,,,,,,,,x,,,,,,,Candidatus Accumulibacter phosphatis,Bordel,"Chalmers University, Gothenburg, Sweden",1,,
"Chen, Zhen; Liu, Hongjuan; Zhang, Jianan; Liu, Dehua",Elementary Mode Analysis for the Rational Design of Efficient Succinate Conversion from Glycerol by Escherichia coli,JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY,2010,,2.83E+11,,Use EFMs as predictive tool for gene overexpression and environmental changes for succines production from glycerol,,,,,,,,,,,,x,x,,,x,,,,,,,Escherichia coli,Liu,"Tsinghua University, Beijing, China",1,,
"Vazquez, Alexei",Optimal cytoplasmatic density and flux balance model under macromolecular crowding effects,JOURNAL OF THEORETICAL BIOLOGY,2010,20171231,2.77E+11,,Add molecular crowding constraint; show that fluxes differ at low/high nutrient uptakes; can predict high uptake optimal densitise,x,,,x,,,,,,,,,,,,,,,,x,x,,Escherichia coli,Vazquez,"The Cancer Institute of New Jersey, New Brunswick, NJ",1,,
"Sarkandy, Shahin Yegane; Khalilzadeh, Rasoul; Shojaosadati, Seyed Abbas; Sadeghizadeh, Majid; Farnoud, Amir Mohammad; Babaeipour, Valiollah; Maghsoudi, Amir",A novel amino acid supplementation strategy based on a stoichiometric model to enhance human IL-2 (interleukin-2) expression in high-cell-density Escherichia coli cultures,BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY,2010,21062264,2.87E+11,,Amino acid media optimization predicted for IL-2 in E. coli; experimentally verified,,,,,,,,,,,,x,,,,x,,,,,x,x,Escherichia coli,Maghsoudi,"Tarbiat Modares University, Tehran, Iran",1,,
"Hogiri, Tomoharu; Furusawa, Chikara; Shinfuku, Yohei; Ono, Naoaki; Shimizu, Hiroshi",Analysis of metabolic network based on conservation of molecular structure,BIOSYSTEMS,2009,18834921,2.64E+11,,Develop structure conservation index which is the fraction of metabolite atoms restored to original positions after reactions; look at systemic properties with reconstructed network; flux is negatively correlated with SCI,,,,,,,x,x,,,,,,,,,,,,x,,,Escherichia coli,Shimizu,"Osaka University, Osaka, Japan",1,,
"Xu, Guoqiang; Zou, Wei; Chen, Xiulai; Xu, Nan; Liu, Liming; Chen, Jian",Fumaric Acid Production in Saccharomyces cerevisiae by In Silico Aided Metabolic Engineering,PLOS ONE,2013,Xu_2013_PlosOne,,,Utilize FBA to engineer strain of yeast to produce fumarate,x,,x,,,,,,,,,,,,,x,,,,,x,x,Saccharomyces cerevisiae,Chen,"Jiangnan University, Wuxi, China",0,,
"Brynildsen, Mark P; Winkler, Jonathan A; Spina, Catherine S; MacDonald, I Cody; Collins, James J",Potentiating antibacterial activity by predictably enhancing endogenous microbial ROS production,NATURE BIOTECHNOLOGY,2013,Brynildsen_2013_NatBiotech,,x,Add ROS production into Ecoli model; predict targets to increase ROS production to make cells more susceptible to antibiotics; experimentally verified,x,,x,,,,,,,,,x,,,,,x,,,x,x,x,Escherichia coli,Collins,"Boston University, Boston, Massachusetts",0,,
"Schatschneider, Sarah; Persicke, Marcus; Watt, Steven Alexander; Hublik, Gerd; Puhler, Alfred; Niehaus, Karsten; Vorholter, Frank-Jorg","Establishment, in silico analysis, and experimental verification of a large scale metabolic network of the xanthan producing Xanthomonas pv campestris strain B100",JOURNAL OF BIOTECHNOLOGY,2013,Schatschneider_JB_2013,,,Built recon; determine metabolic capabilities and gene essentiality; gumD mutant for xanthan production was studied experimentally and computationally,x,x,x,,,,,,,,,,,,,x,,,,,x,x,Xanthomonas campestris,Vorholter,"University of Bielefield, Bielefield, Germany",0,,
"Rockwell, Graham; Guido, Nicholas J; Church, George M",Redirector: Designing cell factories by reconstructing the metabolic objective,PLOS COMPUTATIONAL BIOLOGY,2013,Rockwell_PCB_2013,,,Metabolic alterations are incorporated inmetabolic objective; design optimization strategies for fatty acid production; discover proven in vivo targets,,,,,,x,,,,,,x,,,,x,,,,,x,,Escherichia coli,Church,"Harvard Medical School, Boston, Massachusetts",0,,
"Tong, Wei; Chen, Zhen; Cao, Zhe; Wang, Quanhui; Zhang, Jiyuan; Bai, Xue; Wang, Rong; Liu, Siqi",Robustness Analysis of Constraint-Based Metabolic Model Links Cell Growth and Proteomics of Thermoanaerobacter tengcongensis under Temperature Perturbation,MOLECULAR BIOSYSTEMS,2013,Tong_2013_MolBioSys,,,Built recon; use robustness analysis to determine reactions of importance during heat shock; confirmed by protein abundance chagnes in proteomics,x,,,,,,,,,,,,,,,,,,,x,x,x,Thermoanaerobacter tengcongensis,Liu,"Chinese Academy of Sciences, Beijing, China",0,,
"Zakrzewski, Piotr; Medema, Marnix H; Gevorgyan, Albert; Kierzek, Andrzej M; Breitling, Rainer; Takano, Eriko",MultiMetEval: Comparative and Multi-Objective Analysis of Genome-scale metabolic models,PLOS ONE,2012,Zakrzewski_2012_PlosOne,,,Comparative FBA of 38 actinobacterial recons; predict genome and flux not necessarily linked for compound overproduction; discrete metabolic switches are inherent to network structure,x,,,,,,x,,,,,,,,,,,,,x,,,38 Actinobacteria,Takano,"University of Groningen, Groningen, Netherlands",0,,
"Pan, Pengcheng; Hua, Qiang","Reconstruction and in silico analysis of metabolic network for an oleaginous yeast, Yarrowia lipolytica",PLOS ONE,2012,Pan_PlosOne_2012,,,Built recon; predicts minimal media and growth on multiple substrates; gene essentiality,x,x,,,,,,,,,,,,,,x,,,,,x,,Yarrowia lipolytica,Hua,"East China University of Science and Technology, Shanghai, China",0,,
"Navid, Ali; Almaas, Eivind",Genome-level transcription data of Yersinia pestis analyzed with a new metabolic constraint-based approach,BMC SYSTEMS BIOLOGY,2012,Navid_2012_BMCSysBio,,,Integrate experssion with recon to look at variations in temperature and antibiotic stress; flux agrees with experiments,x,,,,,,,,,,,,,x,transcriptomics,,,,x,x,x,,Yersinia pestis,Almaas,"Norwegian University of Science and Technology, Trondheim, Norway",0,,
"Aurich, Maike; Thiele, Ines",Contextualization Procedure and Modeling of Monocyte Specific TLR Signaling,PLOS ONE,2012,Aurich_PlosOne_2012,,,Integrate expression with TLR network to build macrophage specific TLR and calculate flux states,x,,,,,,,,,,,,,x,transcriptomics,,,,x,x,,,human (TLR),Thiele,"University of Iceland, Reykjavik, Iceland",0,,
"Birch, Elsa W; Ruggero, Nicholas A; Covert, Markus W",Determining host metabolic limitations on viral replication via integrated modeling and experimental perturbation,PLOS COMPUTATIONAL BIOLOGY,2012,23093930,,,Study viral replication integrating T7 replication w/Ecoli model; can predict virion production which compare to experiments,x,,,,,,,,,,,,,,,,,,,x,x,x,"Escherichia coli, T7 phage",Covert,"Stanford University, Stanford, California",0,,
"Topfer, Nadine; Jozefczuk, Szymon; Nikoloski, Zoran",Integration of time-resolved transcriptomic data with flux-based methods reveals stress-induced metabolic adaptation in Escherichia coli,BMC SYSTEMS BIOLOGY,2012,23194026,,,"Integrate time series expression to build smaller Ecoli models, then EFMs are calculated; look at cold and heat stress and changes in usage of pathways",x,,,,,,,,,,,,x,x,transcriptomics,,,,,x,,,Escherichia coli,Nikoloski,"ETH Zurich, Switzerland",0,,
"Collins, Sara B; Reznik, Ed; Segre, Daniel",Temporal expression-based analysis of metabolism,PLOS COMPUTATIONAL BIOLOGY,2012,23209390,,,Integrate time series expression data to predit temporal metabolic flux distributions,x,,,,,,,,,,,,,x,transcriptomics,,,,,x,x,,Shewanella oneidensis,Segre,"Boston University, Boston, Massachusetts",0,,
"Byrne, David; Dumitriu, Alexandra; Segre, Daniel",Comparative multi-goal tradeoffs in systems engineering of microbial metabolism,BMC SYSTEMS BIOLOGY ,2012,23009214,,,"Predict 435 million conditions of product formation in Ecoli, yeast, Shewanella; changing environment, genetics",x,x,,,,,x,,,,,x,,,,x,,,,,,,"Escherichia coli, Saccharomyces cerevisiae, and Shewanella oneidensis",Segre,"Boston University, Boston, Massachusetts",0,,
"Jerby, Livnat; Wolf, Lior; Denkert, Carsten; Stein, Gideon Y; Hilvo, Mika; Oresic, Matej; Geiger, Tamar; Ruppin, Eytan",Metabolic associations of reduced proliferation and oxidative stress in advanced breast cancer,CANCER RESEARCH,2012,22986741,,,"Integrate trans/proteomics for breast cancer metabolism; predict cell line growth rates; tumor lipid levels; AA biomarkers; ""go  or grow"" dichotomy; tradeoff between serine and glutamine metabolism found",x,,,,,,x,x,,,,,,x,"transcriptomics, proteomics",,,,x,,x,x,human (breast cancer),Ruppin,"Blavatnik School of Computer Science, Israel",0,,
"Krauss, Markus; Schaller, Stephan; Borchers, Steffen; Findeisen, Rolf; Lippert, Jorg; Keupfer, Lars",Integrating cellular metabolism into a multiscale whole-body model,PLOS COMPUTATIONAL BIOLOGY,2012,23133351,,,Utilize PK/PD model with liver recon; look at drug toxication and other phenotypes at systems level,x,,,,,,,,,,,,,,,,,,x,,x,,human,Keupfer,"Bayer Technology Services, Leverkusen, Germany",0,,
"Rolfsson, O; Paglia, G; Magnusdottir, M; Palsson, BO; Thiele, I",Inferring the metabolism of human orphan metabolites from their metabolic network context affirms gluconokinase activity,BIOCHEMICAL JOURNAL,2012,23067238,,x,Use gap filling for a prediction to experimentally validate C9orf103 as a human gluconokinase,,,,,,,,,,,x,,,,,,,,,x,x,x,human,Thiele,"University of Iceland, Reykjavik, Iceland",0,,
"Thiele, I; Fleming, RMT; Que, R; Bordbar, A; Diep, D; Palsson, BO",Multiscale modeling of metabolism and macromolecular synthesis in E. coli and its application to the evolution of codon usage,PLOS ONE,2012,23029152,,,"Ecoli ME matrix; improved growth phenotype predictions over just metabolic model; looked at codon usage, reduced growth phenotype in biased strains; gene essentiality",x,x,,x,,,x,,,,,,,,,,,,,x,x,,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",0,,
"Kim, Joonhoon; Reed, Jennifer L",RELATCH: relative optimality in metabolic networks explains robust metabolic and regulatory response to perturbations,GENOME BIOLOGY,2012,23013597,,,Integrated expression data from a reference state to predict perturbations; better flux predictions; reveals cell addapt to perturbation to preserve relative flux pattern,x,x,,,,,,,,,,,,x,Transcriptomics,,,,,x,x,,Escherichia coli,Reed,"University of Wisconsin, Madison, Wisconsin",0,,
"Trinh, Cong T.",Elucidating and reprogramming Escherichia coli metabolisms for obligate anaerobic n-butanol and isobutanol production,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,2012,22678028,,,Use EFMs to predict changes (gene deletion/addition/expression change) to Ecoli for n-butanol production,x,,x,,,,,,,,,x,x,,,x,,,,,x,,Escherichia coli,Trinh,"University of Tennessee, Knoxville, Tennessee",0,,
"Gebauer, Juliane; Schuster, Stefan; de Figueiredo, Luis F; Kaleta, Christoph",Detecting and investigating substrate cycles in a genome-scale human metabolic network.,FEBS JOURNAL,2012,22776428,,,Determine futile cycles in human metabolism; in tissue specific models there is selective pressure for less ATP consuming futile cycles,,,,,,,x,,,,,,x,,,,,,,x,,,human,Kaleta,"Friedrich Schiller University Jena, Jena, Germany",0,,
"Barve, Aditya; Rodrigues, Joao Frederico Matias; Wagner, Andreas",Superessential reactions in metabolic networks,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2012,22509034,3.04E+11,x,Identify small 124 reaction core that is essential in all metabolic networks,,x,,,,,x,,,,,,,,,,x,,,x,x,,multiple,Wagner,"University of Zurich, Zurich, Switzerland",0,,
"Bazzani, Susanna; Hoppe, Andreas; Holzhutter, Hermann-Georg",Network-based assessment of the selectivity of metabolic drug targets in Plasmodium falciparum with respect to human liver metabolism,BMC SYSTEMS BIOLOGY,2012,22937810,,,Use plasmodium and liver networks to determine if models can predict known antimalarial drug targets,,x,,,,,,,,,,,,,,,x,,,,x,,Plasmodium falciparum; human,Holzhutter,"Charite Universitatsmedizin Berlin, Berlin, Gemany",0,,
"Benedict, Matthew N.; Gonnerman, Matthew C.; Metcalf, William W.; Price, Nathan D.",Genome-Scale Metabolic Reconstruction and Hypothesis Testing in the Methanogenic Archaeon Methanosarcina acetivorans C2A,JOURNAL OF BACTERIOLOGY,2012,22139506,3.00E+11,,Built recon; determine metabolic capabilities and gene essentiality,x,x,,,,,,,,,,,,,,,,x,,,x,,Methanosarcina acetivorans ,Price,"University of Illinois at Urbana-Champaign, Urbana, Illinois",0,,
"Brandes, Aaron; Lun, Desmond S.; Ip, Kuhn; Zucker, Jeremy; Colijn, Caroline; Weiner, Brian; Galagan, James E.",Inferring Carbon Sources from Gene Expression Profiles Using Metabolic Flux Models,PLOS ONE,2012,,3.05E+11,,Use E-flux method to predict the carbon source used in a mixed media,x,,,x,,,,,,,,,,x,Transcriptomics,,x,,,x,x,,Escherichia coli,Galagan,"Boston University, Boston, Massachusetts",0,,
"D'Huys, Pieter-Jan; Lule, Ivan; Vercammen, Dominique; Anne, Jozef; Van Impe, Jan F.; Bernaerts, Kristel",Genome-scale metabolic flux analysis of Streptomyces lividans growing on a complex medium,JOURNAL OF BIOTECHNOLOGY,2012,22641041,3.07E+11,,Integrate exometabolomics with multiple objectives to determine intracellular flux states during fermentation,x,,,,,x,,,,,,,,x,Exometabolomics,x,,,,x,x,x,Streptomyces lividans TK24,Bernaerts,"University of Leuven, Leuven, Belgium",0,,
"Hala, David; Petersen, Lene H.; Martinovic, Dalma; Huggett, Duane B.","Constraints-based stoichiometric analysis of hypoxic stress on steroidogenesis in fathead minnows, Pimephales promelas",JOURNAL OF EXPERIMENTAL BIOLOGY,2012,22539743,3.04E+11,,Built steroidogenesis model; use transcriptomics to qualitatively constrain reactions; gene essentiality analysis; flux predictions,x,x,,,,,,,,,,,,x,Transcriptomics,,,,,x,x,x,Danio rerio,Huggett,"University of North Texas, Denton, Texas",0,,
"Jol, Stefan J.; Kuemmel, Anne; Terzer, Marco; Stelling, Joerg; Heinemann, Matthias",System-Level Insights into Yeast Metabolism by Thermodynamic Analysis of Elementary Flux Modes,PLOS COMPUTATIONAL BIOLOGY,2012,,3.02E+11,,Integrate thermodynamic info from metabolomics with EFMs; thermodynamic considerations prevent import of redox cofactor equivalents into mitochondrion due to limits on compartment concentrations,,,,,x,,,x,,,,,x,x,Metablomics,,,,,x,,,Saccharomyces cerevisiae,Heinemann,"ETH Zurich, Switzerland",0,,
"Karlstaedt, Anja; Fleigner, Daniela; Kararigas, Georgios; Ruderisch, Hugo S; Regitz-Zagrosek, Vera; Holzhutter, Hermann-Georg",CardioNet: A human metabolic network suited for the study of cardiomycoyte metabolism,BMC SYSTEMS BIOLOGY,2012,22929619,,,Built recon; determine metabolic capabilities,x,,,,,,,,,,,,,,,,,,x,x,x,,human (cardiac myocyte),Holzhutter,"Charite Universitatsmedizin Berlin, Berlin, Gemany",0,,
"Kleessen, Sabrina; Araujo, Wagner L.; Fernie, Alisdair R.; Nikoloski, Zoran",Model-based Confirmation of Alternative Substrates of Mitochondrial Electron Transport Chain,JOURNAL OF BIOLOGICAL CHEMISTRY,2012,22334689,3.03E+11,x,Build 12 different ETC dFBA models and reconcile metabolomics with model predictiosn to elucidate mechanisms,x,,,,,,,,,,x,,,x,Metabolomics,,,,,x,x,x,Arabadopsis thaliana,Nikoloski,"Max-Planck Institute of Molecular Plant Physiology, Brandenburg, Germany",0,,
"Klier, Christine",Use of an Uncertainty Analysis for Genome-Scale Models as a Prediction Tool for Microbial Growth Processes in Subsurface Environments,ENVIRONMENTAL SCIENCE & TECHNOLOGY,2012,22335464,,,Use M-M kinetics as uptakes into recon; compute sensitivity analysis to different kinetic parameters for intracellular flux; show importance of kinetics into model,x,,,,,,,,,,,,,,,,,x,,,x,,Pseudomonas putida,Klier,"Helmholtz Zentrum Munchen, Oberschleissheim, Germany",0,,
